Location,Date
National Mall and Memorial Parks,2018-06-08T08:49:17.000Z
,2018-06-08T06:13:38.000Z
Trinidad State Beach,2018-06-08T05:35:38.000Z
,2018-06-08T05:24:38.000Z
Venice Beach L.A.,2018-06-08T05:18:11.000Z
"San Francisco, California",2018-06-08T05:13:16.000Z
Fisherman's Wharf,2018-06-08T05:05:06.000Z
Grand Canyon National Park,2018-06-08T05:01:37.000Z
"Sunny Isles Beach, Florida",2018-06-08T04:17:07.000Z
Hollywood,2018-06-08T04:16:22.000Z
,2018-06-08T03:55:40.000Z
,2018-06-08T03:55:28.000Z
,2018-06-08T03:55:18.000Z
,2018-06-08T03:55:05.000Z
,2018-06-08T03:54:42.000Z
"Los Angeles, California",2018-06-08T03:51:52.000Z
Flathead Lake,2018-06-08T03:48:47.000Z
"Chinatown, Queens",2018-06-08T03:40:27.000Z
"World Trade Center, New York",2018-06-08T03:29:04.000Z
"Memphis, Tennessee",2018-06-08T03:19:14.000Z
5th Avenue - New-York City USA,2018-06-08T02:17:06.000Z
Twin Peaks (San Francisco),2018-06-08T01:25:46.000Z
"New Orleans, Louisiana",2018-06-08T00:43:03.000Z
The Library of Congress,2018-06-08T00:20:17.000Z
Wrigley Field,2018-06-08T00:01:48.000Z
"Chicago, Illinois",2018-06-07T23:12:15.000Z
SoHo,2018-06-07T22:45:42.000Z
"New York, New York",2018-06-07T22:33:57.000Z
"Chicago, Illinois",2018-06-07T22:31:31.000Z
"Chicago, Illinois",2018-06-07T22:26:43.000Z
The Westin Los Angeles Airport,2018-06-07T22:20:20.000Z
Grand Canyon National Park,2018-06-07T22:16:46.000Z
United States Capitol dome,2018-06-07T22:07:07.000Z
"Panama City Beach, Florida",2018-06-07T21:27:12.000Z
Federal Reserve Board,2018-06-07T21:25:09.000Z
The Mall (Washington DC),2018-06-07T20:57:11.000Z
,2018-06-07T19:55:18.000Z
"South Beach, Miami",2018-06-07T19:42:08.000Z
"New York, New York",2018-06-07T19:27:08.000Z
"Big Sur, California",2018-06-07T17:58:55.000Z
Paris Las Vegas,2018-06-07T16:17:24.000Z
Louisiana,2018-06-07T15:47:59.000Z
,2018-06-07T15:44:13.000Z
New York Public Library and Bryant Park,2018-06-07T15:11:31.000Z
"San Diego, California",2018-06-07T15:07:06.000Z
Wild Horse Island,2018-06-07T14:51:57.000Z
,2018-06-07T14:50:37.000Z
Hotel del Coronado,2018-06-07T14:42:29.000Z
,2018-06-07T13:54:08.000Z
,2018-06-07T13:51:00.000Z
,2018-06-07T13:50:51.000Z
,2018-06-07T13:50:39.000Z
,2018-06-07T13:50:12.000Z
Madame Tussauds Las Vegas,2018-06-07T13:24:34.000Z
,2018-06-07T13:00:46.000Z
Bellagio Las Vegas,2018-06-07T12:45:57.000Z
Hollywood Walk of Fame,2018-06-07T12:08:21.000Z
Highway 101,2018-06-07T09:59:15.000Z
"Big Sur, California",2018-06-07T06:30:54.000Z
McWay Falls,2018-06-07T06:09:16.000Z
Carmel by the Sea,2018-06-07T05:59:38.000Z
Wild Horse Island,2018-06-07T05:36:31.000Z
Headwaters Reserve Elk River Trail,2018-06-07T03:57:14.000Z
"NASA - Johnson Space Center in Houston, TX",2018-06-07T03:41:58.000Z
,2018-06-07T03:38:51.000Z
,2018-06-07T03:38:34.000Z
,2018-06-07T03:36:35.000Z
,2018-06-07T02:51:32.000Z
"Disneyland, Florida",2018-06-07T02:29:05.000Z
"San Diego, California",2018-06-07T02:16:17.000Z
,2018-06-07T00:43:35.000Z
,2018-06-07T00:43:12.000Z
,2018-06-07T00:42:41.000Z
Universal Studios,2018-06-07T00:00:09.000Z
MGM Grand Las Vegas,2018-06-06T23:54:57.000Z
Disney California Adventure Park,2018-06-06T23:46:50.000Z
Hilton San Francisco Union Square,2018-06-06T23:44:31.000Z
Golden Gate Bridge,2018-05-04T00:08:27.000Z
Lighthouse Pointe at Grand Lucayan Resort,2018-06-06T23:35:31.000Z
Lighthouse Pointe at Grand Lucayan Resort,2018-06-06T23:32:32.000Z
The Bahamas,2018-06-06T23:20:36.000Z
Monument Valley,2018-06-06T22:28:03.000Z
"City Park, New Orleans",2018-06-06T22:19:24.000Z
Little Tokyo,2018-06-06T22:14:57.000Z
Atanaha Event Center,2018-06-06T21:32:23.000Z
William Livingstone Lighthouse - Belle Isle,2018-06-06T19:47:47.000Z
"Atlantic City, New Jersey",2018-06-06T19:34:47.000Z
,2018-06-06T19:10:11.000Z
,2018-06-06T19:08:26.000Z
"Detroit, Michigan",2018-06-06T18:51:26.000Z
"Washington, District of Columbia",2018-06-06T18:41:05.000Z
Thomas Jefferson Memorial,2018-06-06T18:15:53.000Z
"South Beach, Miami",2018-06-06T17:27:28.000Z
,2018-06-06T16:49:48.000Z
Grand Bahama,2018-06-06T16:36:39.000Z
Grand Bahama,2018-06-06T16:16:14.000Z
Grand Bahama,2018-06-06T16:14:17.000Z
"Freeport, Bahamas",2018-06-06T16:03:35.000Z
Grand Bahama,2018-06-06T16:02:28.000Z
"Freeport, Bahamas",2018-06-06T15:59:35.000Z
Elvis Presley's Graceland,2018-06-06T15:36:51.000Z
United States,2017-12-17T14:54:23.000Z
Sea World Adventure Park: Orlando,2018-06-06T15:01:08.000Z
"San Diego, California",2018-06-06T14:42:22.000Z
"Los Angeles, California",2018-06-06T14:15:00.000Z
Lufthansa Senator Lounge München Airport,2018-06-06T13:32:39.000Z
The White House,2018-06-06T12:35:32.000Z
Monument Valley,2018-06-06T12:30:20.000Z
Fly Kamshet,2018-06-06T12:20:23.000Z
,2018-06-06T11:01:23.000Z
"Los Angeles, California",2018-06-06T10:40:59.000Z
"Los Angeles, California",2018-06-06T10:36:37.000Z
"Los Angeles, California",2018-06-06T10:20:12.000Z
"New York, New York",2018-06-06T10:02:55.000Z
"New York, New York",2018-06-06T09:55:57.000Z
"Berlin, Germany",2018-06-06T09:25:52.000Z
,2018-06-06T09:07:13.000Z
"Las Vegas, Nevada",2018-06-06T07:32:45.000Z
the Napa Valley,2018-06-06T05:29:46.000Z
"Miami, Florida",2018-06-06T04:41:07.000Z
"Orlando, Florida",2018-06-06T04:29:14.000Z
Forrest Gump Point,2018-06-06T04:03:19.000Z
Universal Studios Hollywood,2018-06-06T03:00:29.000Z
Lucayan National Park,2018-06-06T02:39:12.000Z
Lucayan National Park,2018-06-06T02:38:25.000Z
"Freeport, Bahamas",2018-06-06T02:17:52.000Z
"Freeport, Bahamas",2018-06-06T02:17:02.000Z
Lucayan National Park,2018-06-06T02:14:11.000Z
Gold Rock,2018-06-06T02:13:12.000Z
Gold Rock,2018-06-06T02:12:31.000Z
Lucayan National Park,2018-06-06T02:11:32.000Z
"Freeport, Bahamas",2018-06-06T02:10:23.000Z
High Line Park - W 30th St,2018-06-06T01:47:45.000Z
"Los Angeles, Venice Beach",2018-06-06T01:47:26.000Z
,2018-06-06T01:38:36.000Z
,2018-06-06T01:11:59.000Z
,2018-06-06T01:06:42.000Z
"Washington, District of Columbia",2018-06-06T00:57:36.000Z
Wynn Las Vegas,2018-06-06T00:06:06.000Z
"Sunny Isles Beach, Florida",2018-06-05T23:37:10.000Z
,2018-06-05T22:49:23.000Z
,2018-06-05T22:04:17.000Z
The High Line,2018-06-05T21:57:47.000Z
Manhattan Beach Pier,2018-06-05T20:32:28.000Z
,2018-06-05T20:16:18.000Z
Dollywood,2018-06-05T18:33:54.000Z
Universal Studios,2018-06-05T18:15:43.000Z
"Hartford, Connecticut",2018-06-05T18:09:01.000Z
,2018-06-05T17:39:17.000Z
"San Antonio, Texas",2018-06-05T17:03:09.000Z
"Bodie, California",2018-06-05T16:58:23.000Z
"Grand Canyon, Arizona, United States",2018-06-05T16:20:00.000Z
Ed Koch Queensboro Bridge,2018-06-05T16:02:20.000Z
,2018-06-05T15:44:35.000Z
,2018-06-05T15:22:50.000Z
N.A.S.A. Space Kennedy Center,2018-06-05T14:57:50.000Z
N.A.S.A. Space Kennedy Center,2018-06-05T14:51:02.000Z
Liberty Island,2018-06-05T14:28:18.000Z
N.A.S.A. Space Kennedy Center,2018-06-05T13:51:21.000Z
"Venice, California",2018-06-05T12:38:16.000Z
"The Metropolitan Museum of Art, New York",2018-06-05T12:26:51.000Z
Minas Gerais,2018-06-05T11:03:59.000Z
One Girl Cookies,2018-06-05T10:23:42.000Z
,2018-06-05T09:30:48.000Z
,2018-06-05T08:55:03.000Z
Pigeon Point Lighthouse,2018-06-05T08:24:46.000Z
"Los Angeles, California",2018-06-05T06:41:03.000Z
,2018-06-05T05:35:50.000Z
,2018-06-05T04:34:11.000Z
,2018-06-05T04:26:27.000Z
US-101N Freeway,2018-06-05T04:21:17.000Z
"LaSalle, Quebec",2018-06-05T04:08:19.000Z
,2018-06-05T03:27:49.000Z
,2018-06-05T03:23:58.000Z
,2018-06-05T03:23:01.000Z
Disney Area,2018-06-05T02:42:45.000Z
"Southern Most Part of the US ""Key West""",2018-06-05T02:32:41.000Z
"Times Square, New York City",2018-06-05T02:09:29.000Z
Partners Coffee,2018-06-05T01:50:51.000Z
"MOCA | The Museum of Contemporary Art, Los Angeles",2018-06-05T01:35:16.000Z
,2018-06-05T00:52:21.000Z
Gateway Arch,2018-06-04T23:19:19.000Z
Atanaha Event Center,2018-06-04T22:16:13.000Z
Las Olas Blvd Beach,2018-06-04T21:26:17.000Z
"New York, New York",2018-06-04T20:23:41.000Z
Benjamin Franklin Bridge,2018-06-04T20:19:18.000Z
Sanibel Island Florida,2018-06-04T19:35:01.000Z
Atanaha Event Center,2018-06-04T18:47:40.000Z
"Orlando, Florida",2018-06-04T18:42:50.000Z
,2018-06-04T18:10:39.000Z
Highway 1 - Carmel / Big Sur,2018-06-04T17:48:03.000Z
"Union Square, San Francisco",2018-06-04T17:22:48.000Z
"Miami, Florida",2018-06-04T17:12:30.000Z
"Los Angeles, California",2018-06-04T16:41:56.000Z
Disney's Animal Kingdom,2018-06-04T16:15:54.000Z
"Paris, France",2018-06-04T15:58:56.000Z
"New York, New York",2018-06-04T15:53:56.000Z
,2018-02-02T13:00:22.000Z
"Los Angeles, Venice Beach",2018-06-04T15:23:56.000Z
"Big Sur, California",2018-06-04T13:34:38.000Z
"Orlando, Florida",2018-06-04T12:51:49.000Z
"San Francisco, California",2018-06-04T12:44:39.000Z
"San Francisco, California",2018-06-04T12:24:25.000Z
"San Francisco, California",2018-06-04T12:21:27.000Z
"San Francisco, California",2018-06-04T12:17:23.000Z
Yosemite National Park,2018-06-04T12:15:29.000Z
,2018-06-04T09:13:03.000Z
San Diego Zoo,2018-06-04T08:44:38.000Z
Sequoia and Kings Canyon National Parks,2018-06-04T08:21:49.000Z
"Branson, Missouri",2018-06-04T06:55:27.000Z
The Fish Market,2018-06-04T06:43:04.000Z
Buckhead Atlanta,2018-06-04T06:24:12.000Z
Golden Gate Bridge,2018-06-04T06:14:25.000Z
Atlanta Fish Market,2018-06-04T06:14:18.000Z
"San Francisco, California",2018-06-04T06:01:07.000Z
Antelope Canyon,2018-06-04T06:00:25.000Z
"San Francisco, California",2018-06-04T05:47:29.000Z
Bellagio Las Vegas,2018-06-04T05:19:34.000Z
"Beverly Hills, California",2018-06-04T04:35:59.000Z
"Seal Beach, California",2018-06-04T04:08:06.000Z
"New Orleans, Louisiana",2018-06-04T04:07:02.000Z
"Manhattan Beach, California",2018-06-04T04:00:08.000Z
"East Palo Alto, California",2018-06-04T03:54:32.000Z
,2018-06-04T03:32:02.000Z
"Philadelphia, Pennsylvania",2018-06-04T03:17:00.000Z
Las Olas Blvd Beach,2018-06-04T02:47:10.000Z
Lake Buena Vista Resort Village & Spa,2018-06-04T02:43:12.000Z
Welcome to Fabulous Las Vegas sign,2018-06-04T02:42:50.000Z
,2018-06-04T02:02:57.000Z
,2018-06-04T01:58:14.000Z
Brickell City Centre,2018-06-04T01:55:31.000Z
"Los Angeles, California",2018-06-04T01:27:15.000Z
Alfred Coffee Melrose Place,2018-06-04T01:21:03.000Z
,2018-06-04T01:11:43.000Z
,2018-06-03T23:45:52.000Z
,2018-06-03T23:01:37.000Z
The Grove,2018-06-03T23:00:26.000Z
Los Angeles International Airport,2018-06-03T22:43:35.000Z
"South Rim of the Grand Canyon, AZ",2018-06-03T21:09:33.000Z
"Key West, Florida",2018-06-03T20:23:09.000Z
Ashbury Heights,2018-06-03T20:07:25.000Z
"New York, New York",2018-06-03T19:09:58.000Z
Torchy's Tacos,2018-06-03T19:00:12.000Z
"San Francisco, California",2018-06-03T18:22:46.000Z
,2018-06-03T17:53:25.000Z
"New York, New York",2018-06-03T17:48:10.000Z
Monte De Oro Winery,2018-06-03T17:07:38.000Z
Grand Canyon National Park,2018-06-03T17:07:35.000Z
"Los Angeles, Venice Beach",2018-06-03T16:37:00.000Z
"Times Square, New York City",2018-06-03T16:31:18.000Z
,2018-06-03T16:17:52.000Z
Coit Tower,2018-06-03T16:10:39.000Z
Colorado Rockies,2018-06-03T14:50:04.000Z
Golden Gate Bridge,2018-06-03T13:34:41.000Z
Paradise Island Bahamas,2018-06-03T13:17:42.000Z
"New York, New York",2018-06-03T12:33:47.000Z
Empire State Building,2018-06-03T11:55:55.000Z
,2018-06-03T11:18:17.000Z
"Glendale, California",2018-06-03T10:40:53.000Z
"New York, New York",2018-06-03T10:17:34.000Z
Navy Pier,2018-06-03T10:13:14.000Z
"Brooklyn, New York",2018-06-03T09:58:12.000Z
"Las Vegas, Nevada",2018-06-03T09:11:55.000Z
"Venice, California",2018-06-03T09:07:50.000Z
Grand Canyon National Park,2018-06-03T08:05:19.000Z
"Washington, District of Columbia",2018-06-03T08:04:01.000Z
Golden Gate Bridge,2018-06-03T07:53:52.000Z
,2018-06-03T07:01:44.000Z
Painted ladies,2018-06-03T06:51:23.000Z
Cartier,2018-05-30T19:47:50.000Z
,2018-06-03T06:28:51.000Z
,2018-06-03T04:52:08.000Z
Brooklyn Bridge,2018-06-03T04:50:50.000Z
Farmhaus Burger,2018-06-03T04:35:10.000Z
"New York, New York",2018-05-31T01:44:22.000Z
ONE WORLD OBSERVATORY,2018-05-28T13:53:46.000Z
ONE WORLD OBSERVATORY,2018-05-28T13:14:29.000Z
ONE WORLD OBSERVATORY,2018-05-28T13:09:32.000Z
ONE WORLD OBSERVATORY,2018-05-28T13:02:13.000Z
5th Avenue,2018-05-27T13:44:01.000Z
Solomon R. Guggenheim Museum,2018-05-27T00:39:14.000Z
,2018-05-26T19:01:18.000Z
Wtc Oculus,2018-05-25T17:26:13.000Z
Freedom Tower,2018-05-25T17:03:47.000Z
Freedom Tower,2018-05-25T16:02:32.000Z
Freedom Tower,2018-05-25T15:54:32.000Z
Central Park Manhatan,2018-05-24T01:52:07.000Z
Central Park Manhatan,2018-05-24T01:45:54.000Z
Woodbury Common Premium Outlets,2018-05-22T14:54:39.000Z
"New York, New York",2018-05-22T14:26:32.000Z
,2018-05-19T13:46:44.000Z
"New York, New York",2018-05-19T13:42:51.000Z
,2018-05-19T13:31:38.000Z
,2018-05-18T01:24:20.000Z
Marshalls Department Store,2018-06-03T04:16:45.000Z
"Venice, California",2018-06-03T04:08:03.000Z
"Augusta, Georgia",2018-06-03T04:04:08.000Z
Arnold Arboretum of Harvard University,2018-06-03T04:00:26.000Z
Key West Mile 0,2018-06-03T03:52:52.000Z
Park Theater Las Vegas,2018-06-03T03:52:43.000Z
The Bean,2018-06-03T03:47:16.000Z
,2018-06-03T03:44:38.000Z
Key West Marine,2018-06-03T03:25:50.000Z
"Key West, Florida",2018-06-03T03:22:29.000Z
"Key West, Florida",2018-06-03T03:11:19.000Z
Pike Place Market,2018-06-03T03:09:48.000Z
Helicopter Tours,2018-06-03T03:06:01.000Z
,2018-06-03T02:54:17.000Z
"Atlanta, Georgia",2018-06-02T13:58:25.000Z
"Atlanta, Georgia",2018-06-01T13:34:17.000Z
,2018-06-01T12:16:52.000Z
"DUMBO, Brooklyn",2018-06-01T12:09:21.000Z
LAVO New York,2018-05-31T14:59:47.000Z
,2018-05-31T02:01:39.000Z
"New York, New York",2018-05-31T01:49:51.000Z
Statue of Liberty at Liberty Island,2016-03-16T18:32:31.000Z
Brooklyn Bridge,2016-03-16T16:46:57.000Z
Top of the Rock,2016-03-11T19:25:19.000Z
Somewhere Under the Clouds,2018-06-03T02:27:48.000Z
"New York, New York",2018-06-03T02:01:02.000Z
"Key West, Florida",2018-06-03T02:00:04.000Z
The Dutch,2018-06-03T00:03:37.000Z
"South Beach, Miami",2018-06-02T23:48:50.000Z
Oculus WTC,2018-06-02T23:47:24.000Z
Zuma Beach,2018-06-02T23:37:22.000Z
,2018-06-02T23:00:50.000Z
Montana,2018-06-02T22:38:57.000Z
Wejherowo,2018-06-02T22:32:58.000Z
New York,2018-06-02T22:05:49.000Z
Union Station Los Angeles,2018-06-02T22:04:33.000Z
,2018-06-02T22:00:48.000Z
,2018-06-02T20:48:24.000Z
Stanford University,2018-06-02T20:20:17.000Z
Statue Of Liberty,2018-06-02T19:54:45.000Z
Statue Of Liberty,2018-06-02T17:54:56.000Z
"Austin, Texas",2018-06-02T16:52:20.000Z
Universal's Cabana Bay Beach Resort,2018-06-02T16:07:59.000Z
Hollywood Walk of Fame,2018-06-02T15:16:26.000Z
Cloud Gate,2016-03-07T10:20:48.000Z
Chicago Loop,2016-03-05T23:23:51.000Z
Las Vegas Strip,2016-03-03T02:08:13.000Z
"Las Vegas, Nevada",2016-03-02T20:58:12.000Z
Santa Monica Pier,2018-06-02T14:24:29.000Z
Tunnel Rock,2018-06-02T13:20:46.000Z
"Sequoia National Park, California",2018-06-02T13:15:42.000Z
"Leavenworth, Washington",2018-06-02T13:13:42.000Z
"Key Largo, Florida",2018-06-02T12:52:51.000Z
"New York, New York",2018-06-02T12:29:50.000Z
"New York, New York",2018-06-02T12:26:05.000Z
"Manhattan, New York",2018-06-02T11:40:24.000Z
"Holland, Michigan",2018-06-02T11:36:02.000Z
"New York, New York",2018-06-02T11:27:38.000Z
"New York, New York",2018-06-02T11:25:35.000Z
"New York, New York",2018-06-02T11:24:03.000Z
"New York, New York",2018-06-02T11:21:46.000Z
"New York, New York",2018-06-02T11:20:13.000Z
"New York, New York",2018-06-02T11:17:54.000Z
"New York, New York",2018-06-02T11:16:53.000Z
"Niagara Falls State Park, USA",2018-06-02T09:55:27.000Z
Bryce Canyon National Park,2018-06-02T08:25:11.000Z
The High Line,2018-06-02T08:06:37.000Z
Yosemite National Park,2018-06-02T08:04:22.000Z
,2018-06-02T06:31:11.000Z
The STRAT Las Vegas,2018-06-02T06:03:29.000Z
Statue Of Liberty,2018-06-02T05:34:49.000Z
"Golden Gate,San Francisco",2018-06-01T21:00:24.000Z
Statue Of Liberty,2018-06-02T05:08:18.000Z
"Manhattan, New York",2018-06-02T04:52:56.000Z
The Venetian Resort Las Vegas,2018-06-02T03:55:44.000Z
"Brooklyn, New York",2018-06-02T03:54:00.000Z
The Wilky,2018-06-02T03:39:48.000Z
Downtown Las Vegas,2018-06-02T03:22:18.000Z
"Big Sur, California",2018-06-02T02:32:20.000Z
American Museum of Natural History,2018-06-02T02:25:40.000Z
"Boston, Massachusetts",2018-06-02T02:23:55.000Z
Hollywood,2018-06-02T01:59:32.000Z
"Chicago, Illinois",2018-06-02T01:58:57.000Z
Grand Canyon National Park,2018-06-02T01:51:08.000Z
Four Seasons Hotel New York Downtown,2018-06-02T01:50:04.000Z
Moulton Barn,2018-06-01T23:53:31.000Z
"Las Vegas, Nevada",2018-06-01T23:48:51.000Z
Cincinnati,2018-06-01T23:47:05.000Z
Eggslut,2018-06-01T23:28:28.000Z
,2018-06-01T22:49:30.000Z
United States,2018-06-01T22:15:44.000Z
,2018-06-01T21:50:23.000Z
Universal Studios Hollywood,2018-06-01T21:05:30.000Z
Big Basin Redwoods State Park,2018-06-01T20:48:24.000Z
"Times Square, New York, United States of America.",2018-06-01T19:11:35.000Z
Watkins Glen State Park,2018-06-01T19:05:31.000Z
Las Vegas Strip,2018-06-01T19:02:25.000Z
Santa Monica Pier,2018-06-01T16:36:45.000Z
William Livingstone Lighthouse - Belle Isle,2018-06-01T16:10:27.000Z
Arnold Arboretum of Harvard University,2018-06-01T15:58:41.000Z
The Mall (Washington DC),2018-06-01T15:39:52.000Z
Freedom Trail Foundation,2018-06-01T15:31:34.000Z
Maverick Square,2018-06-01T15:29:00.000Z
"Boston, Massachusetts",2018-06-01T15:27:10.000Z
,2018-06-01T15:22:39.000Z
The High Line,2018-06-01T15:17:12.000Z
Olvera Street Plaza,2018-06-01T13:57:21.000Z
,2018-06-01T12:27:26.000Z
"Miami Beach, Florida",2018-06-01T12:05:23.000Z
"Grand Canyon, Arizona",2018-06-01T11:43:59.000Z
"Times Square, New York City",2018-06-01T10:46:59.000Z
"San Francisco, California",2018-06-01T09:36:06.000Z
,2018-06-01T08:45:23.000Z
"Steffisburg, Switzerland",2018-06-01T08:40:27.000Z
Wynwood Art District,2018-06-01T08:11:23.000Z
"New York, New York",2018-06-01T08:10:07.000Z
Zabriskie Point,2018-06-01T07:48:04.000Z
,2018-05-30T15:29:42.000Z
Hollywood Sign,2017-06-05T02:31:48.000Z
Griffith Observatory,2015-03-11T23:14:11.000Z
"Artists Palette, Death Valley",2018-06-01T07:30:08.000Z
Bryce Canyon National Park,2018-06-01T06:49:44.000Z
Valley of Fire State Park,2018-06-01T06:45:01.000Z
Universal Studios Hollywood,2018-06-01T05:56:08.000Z
United States,2018-06-01T05:48:12.000Z
"Las Vegas, Nevada",2018-06-01T04:28:12.000Z
"San Diego, California",2018-06-01T03:30:17.000Z
"Orlando, Florida",2018-06-01T03:09:44.000Z
Lombard Street,2018-06-01T01:50:56.000Z
"Miami Beach, Florida",2018-06-01T01:37:54.000Z
,2018-06-01T01:24:06.000Z
"Philadelphia, Pennsylvania",2018-06-01T01:13:53.000Z
"Manhattan Beach, California",2018-06-01T00:48:12.000Z
"Fort Myers, Florida",2018-06-01T00:40:56.000Z
Chicago River Walk,2018-06-01T00:21:33.000Z
"Dayton, Ohio",2018-06-01T00:07:15.000Z
,2018-05-31T22:50:26.000Z
Little A'Le'Inn,2018-05-31T22:37:26.000Z
Staples Center,2018-05-31T22:15:59.000Z
,2018-05-31T22:04:39.000Z
Louisiana,2018-05-31T22:01:12.000Z
Letiště JFK,2018-05-31T21:55:30.000Z
Calcareous Vineyard,2018-05-31T21:37:49.000Z
"San Francisco, California",2017-04-26T07:33:38.000Z
"Miami Beach, Florida",2018-05-31T21:29:09.000Z
Universal Studios Hollywood,2018-05-31T21:13:50.000Z
,2018-05-31T21:01:56.000Z
"Portland, Oregon",2018-05-31T20:55:31.000Z
Arches National Park,2018-05-31T20:46:33.000Z
"St. Johns County, Florida",2018-05-31T20:08:10.000Z
Four Seasons Hotel Baltimore,2018-05-31T20:08:04.000Z
Holiday Inn Miami Beach-Oceanfront,2018-05-31T18:55:13.000Z
"New Orleans, Louisiana",2018-05-31T18:41:52.000Z
The Meatball Shop - West Village,2018-05-31T18:09:14.000Z
Bodega South Beach,2018-05-31T18:05:00.000Z
South Beach Miami,2018-05-31T17:39:27.000Z
"Williams, Arizona",2018-05-31T16:48:48.000Z
Lower Antelope Canyon,2018-05-31T16:25:04.000Z
,2018-05-31T14:52:31.000Z
"San Diego, California",2018-05-31T14:24:04.000Z
,2018-05-31T14:14:58.000Z
Denver International Airport,2018-05-31T13:38:27.000Z
"Hoover Dam, Nevada / Arizona State Line",2018-05-31T13:20:42.000Z
Mike O'Callaghan–Pat Tillman Memorial Bridge,2018-05-31T13:05:10.000Z
Calle Ocho,2018-05-31T12:54:43.000Z
Artifex Brewing Company,2018-05-31T12:30:59.000Z
Wisconsin,2018-05-31T10:43:27.000Z
"Arroyo Grande, California",2018-05-31T06:01:31.000Z
"San Diego, California",2018-05-31T09:48:40.000Z
The Mirage Hotel and Casino,2018-05-31T08:10:46.000Z
Horseshoe Bend,2018-05-31T07:59:35.000Z
,2018-05-31T07:12:21.000Z
,2018-05-31T07:05:16.000Z
"San Francisco, California",2018-05-31T06:59:08.000Z
"San Francisco, California",2018-05-31T06:56:12.000Z
"Times Square, New York City",2018-05-31T04:50:47.000Z
Brooklyn Bridge,2018-05-31T04:46:57.000Z
,2018-05-31T03:58:48.000Z
Grand Canyon West & Skywalk,2018-05-31T03:19:48.000Z
