Location,Month,Year,Season
"The Ritz-Carlton Georgetown, Washington D.C.",04,2018,Spring
Paddington,04,2018,Spring
United Nations,04,2018,Spring
"Times Square, New York, United States of America.",04,2018,Spring
"The Ritz-Carlton Georgetown, Washington D.C.",04,2018,Spring
"The Ritz-Carlton Georgetown, Washington D.C.",04,2018,Spring
Arizona,04,2018,Spring
Golden Gate Bridge,04,2018,Spring
"The Ritz-Carlton Georgetown, Washington D.C.",04,2018,Spring
"Boston, Massachusetts",04,2018,Spring
Red Rocks Park,04,2018,Spring
Old Faithful Visitor Center,04,2018,Spring
Maverick Helicopters,04,2018,Spring
Welcome to Fabulous Las Vegas sign,04,2018,Spring
Empire State Building,04,2018,Spring
North Carolina,04,2018,Spring
Bacon Creek Park,04,2018,Spring
White Sands National Monument,04,2018,Spring
Citizens Bank Park,04,2018,Spring
"Venice, California",04,2018,Spring
Hollywood Hills,01,2014,Winter
Joshua Tree National Park,04,2018,Spring
Poprad,04,2018,Spring
Death Valley National Park,04,2018,Spring
"Savannah, Georgia",04,2018,Spring
"Miami Beach, Florida",04,2018,Spring
"San Francisco, California",04,2018,Spring
Paris Las Vegas Hotel & Casino,04,2018,Spring
"Los Angeles, California",04,2018,Spring
Las Vegas Strip,04,2018,Spring
"Bradenton Beach, Florida",04,2018,Spring
Loews Portofino Bay Hotel at Universal Orlando,04,2018,Spring
Hard Rock Hotel at Universal Orlando,04,2018,Spring
"Big Bear Lake, California",04,2018,Spring
Bryce Canyon - Utah,04,2018,Spring
Death Valley National Park,04,2018,Spring
DFW Airport,04,2018,Spring
Venice Beach L.A.,04,2018,Spring
Golden Gate Bridge,04,2018,Spring
Rocky Statue and Steps,04,2018,Spring
The Westin Los Angeles Airport,04,2018,Spring
Monument Valley,04,2018,Spring
"Clearwater Beach, Tampa",04,2018,Spring
Central Park,04,2018,Spring
"Miami Beach, Florida",04,2018,Spring
"Mammoth Lakes, California",04,2018,Spring
South Pointe Beach,04,2018,Spring
Caesars Palace,04,2018,Spring
Dallas Arboretum and Botanical Garden,04,2018,Spring
"Texas Roadhouse - McKinney, TX",04,2018,Spring
"Santa Barbara, California",04,2018,Spring
"Chicago, Illinois",12,2017,Winter
High Roller Vegas,04,2018,Spring
"Texas Roadhouse - McKinney, TX",04,2018,Spring
Death Valley National Park,04,2018,Spring
Melrose Avenue,04,2018,Spring
Rio de Janeiro–Galeão International Airport,04,2018,Spring
"New York, New York",04,2018,Spring
LOVE Park,04,2018,Spring
"Queens, New York",04,2018,Spring
North Carolina Zoo,04,2018,Spring
"Chicago, Illinois",04,2018,Spring
Central Park,04,2018,Spring
Bocas Grill,04,2018,Spring
Universal Studios Island Of Adventures- Jurassic Park River Adventure,04,2018,Spring
"Venice, California",04,2018,Spring
"McKinney, Texas",04,2018,Spring
"New York, New York",04,2018,Spring
The Hoover Dam,04,2018,Spring
Twin Peaks (San Francisco),04,2018,Spring
Monument Valley Park,04,2018,Spring
Madame Tussauds Las Vegas,04,2018,Spring
Universal Studios Hollywood,04,2018,Spring
North Avenue Beach,04,2018,Spring
"San Francisco, California",04,2018,Spring
"New York, New York",04,2018,Spring
"New York, New York",04,2018,Spring
Santa Cruz Beach Boardwalk,04,2018,Spring
"Pensacola Beach, Florida",04,2018,Spring
"Las Vegas, Nevada",04,2018,Spring
Golden Gate Bridge,04,2018,Spring
Texas State Capitol,04,2018,Spring
"Capital Hill, Washington, DC",04,2018,Spring
São Paulo–Guarulhos International Airport,04,2018,Spring
The Library of Congress,04,2018,Spring
Sunset Cliffs,04,2018,Spring
Brooklyn Bridge,04,2018,Spring
Bonneville Salt Flats,04,2018,Spring
Utah Wyoming Border I80,04,2018,Spring
Utah Wyoming Border I80,04,2018,Spring
Utah Wyoming Border I80,04,2018,Spring
"Salt Lake City, Utah",04,2018,Spring
"Boston, Massachusetts",04,2018,Spring
Cape Florida Light,04,2018,Spring
Grand Canyon National Park,04,2018,Spring
Statue Of Liberty,04,2018,Spring
Sunset Blvd LA,04,2018,Spring
"New York, New York",04,2018,Spring
"Frankfurt, Germany",04,2018,Spring
Grand Canyon National Park,04,2018,Spring
"San Francisco, California",04,2018,Spring
Twin Peaks Summit,04,2018,Spring
"Provincetown, Massachusetts",04,2018,Spring
Little Havana Art District,04,2018,Spring
"US Congress, Washington DC",04,2018,Spring
Caesars Palace,04,2018,Spring
U.S. Botanic Garden,04,2018,Spring
"Seattle, Washington",04,2018,Spring
Sheraton Phoenix Downtown,04,2018,Spring
Tiffany & Co.,04,2018,Spring
Wynwood Art District,04,2018,Spring
"Santa Monica, California",04,2018,Spring
Thomas Jefferson Memorial,04,2018,Spring
"Niagara Falls, New York",04,2018,Spring
Utah,04,2018,Spring
Fort Worth Historic Stockyards,04,2018,Spring
"Horseshoe Lake, Arizona",04,2018,Spring
University of South Florida,04,2018,Spring
Golden Gate Bridge,04,2018,Spring
Old Man's Cave,04,2018,Spring
Golden Gate Bridge,04,2018,Spring
"Times Square, New York City",04,2018,Spring
Boston Marina - Whale Watching,04,2018,Spring
Welcome to Fabulous Las Vegas sign,04,2018,Spring
Cloud Gate,04,2018,Spring
In-N-Out Burger - Kettleman City,04,2018,Spring
California,04,2018,Spring
California/Nevada Border,04,2018,Spring
University of Washington,04,2018,Spring
"Times Square, New York, United States of America.",04,2018,Spring
Downtown LA,04,2018,Spring
Grand Canyon National Park,04,2018,Spring
"Manhattan, New York",04,2018,Spring
Golden Gate Bridge,04,2018,Spring
Las Vegas Strip,04,2018,Spring
Walt Disney Concert Hall,04,2018,Spring
"Dallas, Texas",04,2018,Spring
Liberty Island,04,2018,Spring
Universal Studios Hollywood,04,2018,Spring
Grand Canyon National Park,04,2018,Spring
"Perry, Ohio",04,2018,Spring
Grand Canyon National Park,04,2018,Spring
"East Village, Manhattan",04,2018,Spring
5th Avenue - New-York City USA,04,2018,Spring
Plains Motel & Trading Post,04,2018,Spring
Salvation Mountain,04,2018,Spring
"Helen, Georgia",04,2018,Spring
Griffith Observatory,04,2018,Spring
Central Park,04,2018,Spring
Grand Canyon National Park,04,2018,Spring
360  Chicago- Hancock Building,04,2018,Spring
"Hackberry, Arizona",04,2018,Spring
Brooklyn Bridge,04,2018,Spring
Huckleberry Bakery & Cafe,04,2018,Spring
Universal CityWalk Hollywood,04,2018,Spring
"Barneys New York, Madison Avenue",04,2018,Spring
Universal CityWalk Hollywood,04,2018,Spring
"Miami, Florida",04,2018,Spring
Upper East Side,04,2018,Spring
Staples Center,04,2018,Spring
"Dallas, Texas",04,2018,Spring
Universal Studios Hollywood,04,2018,Spring
Hooters,04,2018,Spring
"Manhattan, New York",04,2018,Spring
"Fayette County, Georgia",04,2018,Spring
Bryant Park,04,2018,Spring
"Richmond, Virginia",04,2018,Spring
Coit Tower,04,2018,Spring
"South Rim of the Grand Canyon, AZ",04,2018,Spring
Wynwood Walls,04,2018,Spring
"Times Square, New York, United States of America.",04,2018,Spring
"Kansas City, Missouri",04,2018,Spring
Universal CityWalk Hollywood,04,2018,Spring
"San Francisco, California",04,2018,Spring
"Millenium Park, Chicago",04,2018,Spring
Under Canvas Zion,04,2018,Spring
RoozenGaarde,04,2018,Spring
Horseshoe Bend,04,2018,Spring
Coit Tower,04,2018,Spring
"Wynwood Walls & Art District, Miami",04,2018,Spring
"Los Angeles, California",04,2018,Spring
"Austin, Texas",04,2018,Spring
"Wynwood Walls & Art District, Miami",04,2018,Spring
Kopan Ramen,04,2018,Spring
"South Beach, Miami",04,2018,Spring
USS Lexington Museum On The Bay,04,2018,Spring
Exploratorium,04,2018,Spring
"Brooklyn, New York",04,2018,Spring
Kopan Ramen,04,2018,Spring
Virginia Beach Oceanfront,04,2018,Spring
"Grand Canyon, Arizona, United States",04,2018,Spring
"Grand Canyon, Arizona, United States",04,2018,Spring
"Los Angeles, California",04,2018,Spring
National Naval Aviation Museum,04,2018,Spring
Road 66 West,04,2018,Spring
"Leavenworth, Washington",04,2018,Spring
"Falmouth, Massachusetts",04,2018,Spring
Bottega Louie Restaurant and Gourmet Market,04,2018,Spring
Lombard Street,04,2018,Spring
"Wynwood Walls & Art District, Miami",04,2018,Spring
"Wynwood Walls & Art District, Miami",04,2018,Spring
Citi Field,04,2018,Spring
Staples Center,04,2018,Spring
Grand Canyon National Park,04,2018,Spring
"Wynwood Walls & Art District, Miami",04,2018,Spring
"Albuquerque, New Mexico",04,2018,Spring
Brooklyn Piers,04,2018,Spring
230 Fifth: Best Heated Rooftop Bar/Club/Restaurant In NYC,04,2018,Spring
인천공항 Incheon Airport,04,2018,Spring
Hogan's Beach Shop,04,2018,Spring
Central Park Manhatan,04,2018,Spring
Statue of Liberty National Monument,04,2018,Spring
Ebell Long Beach,04,2018,Spring
Newport Seafood Restaurant,04,2018,Spring
Santa Monica Beach,04,2018,Spring
Hollywood Walk of Fame,04,2018,Spring
River Walk,04,2018,Spring
"Pensacola Beach, Florida",04,2018,Spring
Hirshhorn Museum and Sculpture Garden,04,2018,Spring
Newport Seafood Restaurant,04,2018,Spring
New York,04,2018,Spring
"Chicago, Illinois",04,2018,Spring
"Manhattan, New York",04,2018,Spring
"Leavenworth, Washington",04,2018,Spring
Hollywood Sign,04,2018,Spring
"San Francisco, California",04,2018,Spring
Hollywood Sign,04,2018,Spring
Grand Canyon National Park,04,2018,Spring
"Chicago, Illinois",04,2018,Spring
"Chicago, Illinois",04,2018,Spring
"Seattle, Washington",04,2018,Spring
Kings Ransom Inn,04,2018,Spring
Valley of Fire State Park,04,2018,Spring
"Times Square, New York, United States of America.",04,2018,Spring
Mirror Lake (California),04,2018,Spring
Red Rock Canyon Las Vegas,04,2018,Spring
"San Francisco, California",04,2018,Spring
Yosemite Falls,04,2018,Spring
Glacier Point Yosemite National Park,04,2018,Spring
Blue Bottle Coffee,04,2018,Spring
"Disneyland, Los Angeles, California",04,2018,Spring
Dodger Stadium,04,2018,Spring
Brooklyn Bridge,04,2018,Spring
Bottega Louie Restaurant and Gourmet Market,04,2018,Spring
Dominique Ansel Bakery Los Angeles,04,2018,Spring
"Phoenix, Arizona",04,2018,Spring
Annadel State Park,04,2018,Spring
United States Capitol,04,2018,Spring
Lincoln Memorial,04,2018,Spring
The White House,04,2018,Spring
Smithsonian's National Museum of Natural History,04,2018,Spring
"New York, New York",04,2018,Spring
Magnolia Bakery,04,2018,Spring
Lake Mead National Recreation Area - National Park Service,04,2018,Spring
"Manhattan, New York",04,2018,Spring
Eagle Rock - Grand Canyon West Rim,04,2018,Spring
Grand Canyon West & Skywalk,04,2018,Spring
Central Park Manhatan,04,2018,Spring
LOVE Park,04,2018,Spring
U.S. Route 66 in New Mexico,04,2018,Spring
"Washington, District of Columbia",04,2018,Spring
Epcot - Walt Disney World,04,2018,Spring
Boqueria,04,2018,Spring
"Burlington, Vermont",04,2018,Spring
Grand Canyon National Park,04,2018,Spring
"Times Square, New York, United States of America.",04,2018,Spring
"Original Farmers Market, Los Angeles",04,2018,Spring
Venice Beach L.A.,04,2018,Spring
Hollywood Walk of Fame - Los Angeles,04,2018,Spring
"Philadelphia, Pennsylvania",04,2018,Spring
Moe's Central Florida,04,2018,Spring
Salem Sue,04,2018,Spring
Viet Taste,04,2018,Spring
"Big Bear Lake, California",04,2018,Spring
Chicago Midway International Airport,04,2018,Spring
Balboa Park Gardens,04,2018,Spring
"Los Angeles, Venice Beach",04,2018,Spring
"Las Vegas, Nevada",04,2018,Spring
Nashville Music City Center,04,2018,Spring
"San Simeon, California",04,2018,Spring
"Rancho Palos Verdes, California",04,2018,Spring
"New-York, Time Square",04,2018,Spring
Golden Gate Bridge,09,2016,Fall
Coachella Valley Preserve,04,2018,Spring
Six Flags Over Texas,04,2018,Spring
Grand Canyon National Park,04,2018,Spring
Grand Canyon National Park,04,2018,Spring
Death Valley National Park,04,2018,Spring
"Hoover Dam, Nevada / Arizona State Line",04,2018,Spring
Grand Canyon National Park,04,2018,Spring
Horseshoe Bend,04,2018,Spring
John Ford's Point,04,2018,Spring
"DUMBO, Brooklyn",04,2018,Spring
Grand Canyon National Park,04,2017,Spring
Sweets Raku,04,2018,Spring
"Times Square, New York, United States of America.",04,2018,Spring
"Las Vegas, Nevada",04,2018,Spring
"Austin, Texas",04,2018,Spring
"Santa Rosa, California",04,2018,Spring
"Times Square, New York, United States of America.",04,2018,Spring
Sunspot,04,2018,Spring
Cadillac Ranch,04,2018,Spring
Boston lobster - 粤唯鲜,04,2018,Spring
"Manhattan, New York",04,2018,Spring
Grand Canyon National Park,04,2018,Spring
The White House,04,2018,Spring
Ponce de Leon Avenue,04,2018,Spring
Bonefish Grill,01,2018,Winter
Yellow Dog Eats,01,2018,Winter
Maggiano's,01,2018,Winter
"Winter Park, Florida",01,2018,Winter
"Miami, Florida",01,2018,Winter
IRON MONK,04,2018,Spring
"Dallas, Texas",04,2018,Spring
Getty Museum,04,2018,Spring
"Dallas, Texas",04,2018,Spring
Nashville Music City Center,04,2018,Spring
Central Park,04,2018,Spring
Las Vegas Strip,04,2018,Spring
Death Valley National Park,04,2018,Spring
GRAMMY Museum,04,2018,Spring
"Times Square, New York, United States of America.",04,2018,Spring
"Times Square, New York City",04,2018,Spring
Central Park Manhatan,04,2018,Spring
Central Park Manhatan,04,2018,Spring
Monument Valley Navajo Tribal Park,04,2018,Spring
Smoothie King Center,04,2018,Spring
Staples Center,04,2018,Spring
"Grand Canyon, Arizona, United States",04,2018,Spring
"Santa Barbara, California",04,2018,Spring
The Sunset Strip,04,2018,Spring
"New Orleans, Louisiana",04,2018,Spring
Las Vegas Strip,04,2018,Spring
"Chicago, Illinois",04,2018,Spring
"Venice Beach Bordwalk, CA",04,2018,Spring
Dead Horse Point State Park,04,2018,Spring
"Colorado Springs, Colorado",04,2018,Spring
Georgia O'Keeffe Museum,04,2018,Spring
Arizona,04,2018,Spring
"Windermere, Florida",03,2018,Spring
"Santa Fe, New Mexico",03,2018,Spring
"Santa Fe, New Mexico",03,2018,Spring
Nashville Music City Center,04,2018,Spring
"South Rim of the Grand Canyon, AZ",04,2018,Spring
"Santa Monica, California",04,2018,Spring
Luxor Hotel and Casino,04,2018,Spring
Prudential,04,2018,Spring
Luxor Hotel and Casino,04,2018,Spring
Death Valley National Park,04,2018,Spring
"New Orleans, Louisiana",04,2018,Spring
Nashville Music City Center,04,2018,Spring
"London, United Kingdom",04,2018,Spring
Golden Gate Bridge,04,2018,Spring
Lake Powell,04,2018,Spring
Monument Valley Navajo Tribal Park,04,2018,Spring
Smoothie King Center,04,2018,Spring
Applebee's Grill + Bar,04,2018,Spring
"New York, New York",04,2018,Spring
"Huntington Park, California",04,2018,Spring
Jose Coronado Playground,04,2018,Spring
The Alamo,04,2018,Spring
LACMA Los Angeles County Museum of Art,04,2018,Spring
Golden Gate Bridge,04,2018,Spring
"Sequoia National Park, California",04,2018,Spring
IRON MONK,04,2018,Spring
Antelope Canyon,04,2018,Spring
Washington (ciudad),04,2018,Spring
Golden Gate Bridge,04,2018,Spring
Kurt Cobain's Seattle House,04,2018,Spring
"New Orleans, Louisiana",04,2018,Spring
Market Place Grill,04,2018,Spring
Luke's Lobster,04,2018,Spring
"Beverly Hills, California",04,2018,Spring
The Mirage Hotel and Casino,04,2018,Spring
"Laguna Beach, California",04,2018,Spring
"Martin Luther King, Jr. National Memorial",04,2018,Spring
"Times Square, New York City",04,2018,Spring
Roosevelt Island,04,2018,Spring
"Ocean Drive, South Beach",04,2018,Spring
Mercedes-Benz Superdome,04,2018,Spring
"Jacksonville, Florida",04,2018,Spring
"Prague, Czech Republic",04,2018,Spring
"Boulder City, Nevada",04,2018,Spring
Cindy's Rooftop,04,2018,Spring
Millennium Park,04,2018,Spring
San Diego Zoo,04,2018,Spring
"Sammamish, Washington",04,2018,Spring
Lake Powell,04,2018,Spring
Red Canyon,04,2018,Spring
Microsoft Corporate Headquarters,04,2018,Spring
Grand Canyon Skywalk,04,2018,Spring
"Hacienda El Rodeo, San Jose, Costa Rica",04,2018,Spring
The Bean,04,2018,Spring
"Santa Fe, New Mexico",04,2018,Spring
"South Rim of the Grand Canyon, AZ",04,2018,Spring
San Diego Zoo,04,2018,Spring
Mercedes-Benz Superdome,04,2018,Spring
Gas Monkey Garage,04,2018,Spring
"DUMBO, Brooklyn",04,2018,Spring
United States,04,2018,Spring
Anna Ruby Falls,04,2018,Spring
Central Park,04,2018,Spring
"Fontana, California",04,2018,Spring
Charles River Esplanade,04,2018,Spring
Desert Hills Premium Outlets,04,2018,Spring
Ghiradelli Ice Cream Bar,04,2018,Spring
Grand Central Terminal,04,2018,Spring
"Las Vegas, Nevada",04,2018,Spring
Valencia,04,2018,Spring
Frankfurt Airport,04,2018,Spring
"Montreal, Quebec",04,2018,Spring
Griffith Observatory,04,2018,Spring
Liberty Island,04,2018,Spring
Grand Central Station,04,2018,Spring
1212 Santa Monica,04,2018,Spring
"Miami Beach, Florida",04,2018,Spring
Brooklyn Bridge,04,2018,Spring
Arizona,04,2018,Spring
Fontainebleau Miami Beach,04,2018,Spring
Oracle Arena,04,2018,Spring
UNO Lakefront Arena,04,2018,Spring
"Dallas, Texas",04,2018,Spring
Brussels Airport,04,2018,Spring
"Lookout Mountain, Tennessee",04,2018,Spring
United States,04,2018,Spring
Fontainebleau Miami Beach,04,2018,Spring
"Kramer Junction, California",04,2018,Spring
"Eugene, Oregon",04,2018,Spring
Flamingo Las Vegas Hotel & Casino,04,2018,Spring
"Beverly Hills, California",04,2018,Spring
Quincy Market,04,2018,Spring
"Boston, Massachusetts",04,2018,Spring
"San Francisco, California",04,2018,Spring
Griffith Observatory,04,2018,Spring
Griffith Observatory,04,2018,Spring
Griffith Observatory,04,2018,Spring
Griffith Observatory,04,2018,Spring
"Los Angeles, California",04,2018,Spring
"Los Angeles, California",04,2018,Spring
"Los Angeles, California",04,2018,Spring
Grand Canyon National Park,04,2018,Spring
"South Rim of the Grand Canyon, AZ",04,2018,Spring
Grand Canyon National Park,04,2018,Spring
Flamingo Las Vegas,04,2018,Spring
The Beachfront at Cheesecake Factory,04,2018,Spring
"Venice Boardwalk, CA",04,2018,Spring
Lake Washington,04,2018,Spring
"Seligman, Arizona",04,2018,Spring
